Date,Close/Last,Volume,Open,High,Low
03/10/2021,$3057.64,3012489,$3098.45,$3116.46,$3030.05
03/09/2021,$3062.85,4030032,$3017.99,$3090.96,$3005.1474
03/08/2021,$2951.95,4185008,$3015,$3064.59,$2951.31
03/05/2021,$3000.46,5388551,$3005,$3009,$2881.0001
03/04/2021,$2977.57,5481578,$3012,$3058.13,$2945.43
03/03/2021,$3005,3988725,$3081.18,$3107.775,$2995
03/02/2021,$3094.53,2595762,$3143.47,$3163.52,$3087.1201
03/01/2021,$3146.14,2733963,$3127.89,$3149.56,$3097.99
02/26/2021,$3092.93,4275930,$3095.2,$3122.44,$3036.7
02/25/2021,$3057.16,4533801,$3136.74,$3178.26,$3047.76
02/24/2021,$3159.53,3011275,$3166.75,$3171.23,$3125.38
02/23/2021,$3194.5,4677222,$3127.03,$3204.73,$3093.6
02/22/2021,$3180.74,3515679,$3208.13,$3232.3199,$3172.26
02/19/2021,$3249.9,4305184,$3328.23,$3333.5,$3245.75
02/18/2021,$3328.23,3033607,$3282.42,$3338,$3273.94
02/17/2021,$3308.64,3302099,$3263.6,$3320.91,$3259.4996
02/16/2021,$3268.95,2574721,$3254.05,$3308.3,$3253.591
02/12/2021,$3277.71,2335339,$3250,$3280.25,$3233.31
02/11/2021,$3262.13,2301417,$3292,$3292,$3248.06
02/10/2021,$3286.58,3151550,$3314,$3317.9548,$3254
02/09/2021,$3305,2203526,$3312.49,$3338,$3297.84
02/08/2021,$3322.94,3257391,$3358.5,$3364.9999,$3304
02/05/2021,$3352.15,3620808,$3319,$3377,$3302.71
02/04/2021,$3331,3670661,$3330,$3347,$3277.75
02/03/2021,$3312.53,7088781,$3425.01,$3434,$3308.62
02/02/2021,$3380,7098637,$3380,$3427.74,$3361.125
02/01/2021,$3342.88,4160212,$3242.36,$3350.26,$3235.025
01/29/2021,$3206.2,4293556,$3230,$3236.99,$3184.55
01/28/2021,$3237.62,3149228,$3235.04,$3301.68,$3228.69
01/27/2021,$3232.58,4660158,$3341.49,$3346.52,$3207.08
01/26/2021,$3326.13,2955235,$3296.356,$3338,$3282.87
01/25/2021,$3294,3749758,$3328.5,$3363.89,$3243.1463
01/22/2021,$3292.23,2821914,$3304.31,$3321.91,$3283.1644
01/21/2021,$3306.99,4945051,$3293,$3348.55,$3289.5675
01/20/2021,$3263.38,5309835,$3181.99,$3279.8,$3175
01/19/2021,$3120.76,3305142,$3107,$3145,$3096
01/15/2021,$3104.25,4243995,$3123.02,$3142.545,$3095.17
01/14/2021,$3127.47,3070919,$3167.52,$3177.9999,$3120.59
01/13/2021,$3165.89,3321244,$3128.44,$3189.95,$3122.08
01/12/2021,$3120.83,3514582,$3120,$3142.1418,$3086
01/11/2021,$3114.21,3669095,$3148.01,$3156.3841,$3110
01/08/2021,$3182.7,3537744,$3180,$3190.64,$3142.2
01/07/2021,$3162.16,3514545,$3157,$3208.542,$3155
01/06/2021,$3138.38,4394815,$3146.48,$3197.509,$3131.16
01/05/2021,$3218.51,2655548,$3166.01,$3223.38,$3165.06
01/04/2021,$3186.63,4411449,$3270,$3272,$3144.02
12/31/2020,$3256.93,2957206,$3275,$3282.9219,$3241.2
12/30/2020,$3285.85,3209310,$3341,$3342.1,$3282.47
12/29/2020,$3322,4872933,$3309.94,$3350.65,$3281.223
12/28/2020,$3283.96,5686787,$3194,$3304,$3172.69
12/24/2020,$3172.69,1451917,$3193.9,$3202,$3169
12/23/2020,$3185.27,2093787,$3205,$3210.13,$3184.17
12/22/2020,$3206.52,2381781,$3202.843,$3222,$3180.08
12/21/2020,$3206.18,3836846,$3200.01,$3226.9666,$3166
12/18/2020,$3201.65,5995713,$3243.99,$3249.42,$3171.6
12/17/2020,$3236.08,3474347,$3250,$3263.51,$3221
12/16/2020,$3240.96,4427616,$3176.01,$3247,$3163.68
12/15/2020,$3165.12,3323686,$3181.01,$3188.4999,$3130.49
12/14/2020,$3156.97,4155794,$3143,$3190.47,$3126
12/11/2020,$3116.42,3064695,$3096.66,$3118.67,$3072.82
12/10/2020,$3101.49,3030186,$3088.99,$3142.1,$3076
12/09/2020,$3104.2,4100836,$3167.89,$3174.43,$3088
12/08/2020,$3177.29,3286303,$3158.9,$3184.13,$3120.02
12/07/2020,$3158,2751316,$3156.48,$3180.76,$3141.69
12/04/2020,$3162.58,2913611,$3198.21,$3198.21,$3158.76
12/03/2020,$3186.73,2892039,$3205.46,$3228.64,$3181.31
12/02/2020,$3203.53,3129304,$3221.65,$3232,$3173.2601
12/01/2020,$3220.08,4544382,$3188.5,$3248.95,$3157.18
11/30/2020,$3168.04,4063916,$3208.48,$3228.39,$3125.55
11/27/2020,$3195.34,2392867,$3211.26,$3216.19,$3190.05
11/25/2020,$3185.07,3790403,$3141.87,$3198,$3140.26
11/24/2020,$3118.06,3602102,$3100.5,$3134.25,$3086.258
11/23/2020,$3098.39,4708887,$3116.699,$3139.745,$3065.46
11/20/2020,$3099.4,3380138,$3117.02,$3132.89,$3098.0456
11/19/2020,$3117.02,3010270,$3105.31,$3125,$3080.92
11/18/2020,$3105.46,2916836,$3134,$3140,$3105.1
11/17/2020,$3135.66,3444735,$3183.545,$3189.25,$3135.26
11/16/2020,$3131.06,3808676,$3093.2,$3142.7,$3072.685
11/13/2020,$3128.81,3762587,$3122,$3141.7227,$3085.39
11/12/2020,$3110.28,4371208,$3159.95,$3175.88,$3086.05
11/11/2020,$3137.39,4366923,$3061.78,$3139.145,$3050
11/10/2020,$3035.02,6590956,$3095.02,$3114,$3019.4828
11/09/2020,$3143.74,7190406,$3231.03,$3289,$3112.1057
11/06/2020,$3311.37,4647330,$3304.64,$3322,$3232
11/05/2020,$3322,5789285,$3319.97,$3366.8,$3288.88
11/04/2020,$3241.16,6839041,$3159.99,$3244.85,$3139.73
11/03/2020,$3048.41,4897880,$3018.53,$3074.9,$2980.98
11/02/2020,$3004.48,7257350,$3061.74,$3079.705,$2950.12
10/30/2020,$3036.15,8396081,$3157.75,$3167.004,$3019
10/29/2020,$3211.01,6596529,$3201.27,$3257.25,$3164
10/28/2020,$3162.78,5588330,$3249.3,$3264.02,$3162.47
10/27/2020,$3286.33,4291047,$3224.94,$3291.66,$3211.3
10/26/2020,$3207.04,5901151,$3198.74,$3282.9799,$3153.3
10/23/2020,$3204.4,3466687,$3191,$3205.33,$3140
10/22/2020,$3176.4,4212005,$3189.87,$3198.75,$3121.94
10/21/2020,$3184.94,4592736,$3212.5,$3233.875,$3160
10/20/2020,$3217.01,4509678,$3222.28,$3266,$3192.01
10/19/2020,$3207.21,5223626,$3299.61,$3329,$3192.735
10/16/2020,$3272.71,6474353,$3363.23,$3399.6606,$3160
10/15/2020,$3338.65,5223448,$3292.01,$3355.88,$3280
10/14/2020,$3363.71,5828916,$3447,$3464.88,$3340
10/13/2020,$3443.63,5744697,$3467.99,$3492.38,$3424.217
10/12/2020,$3442.93,8364198,$3349.94,$3496.24,$3339.55
10/09/2020,$3286.65,4907871,$3210,$3288.99,$3197.83
10/08/2020,$3190.55,3174114,$3224.99,$3233.2944,$3174.99
10/07/2020,$3195.69,4309439,$3135,$3200,$3132.385
10/06/2020,$3099.96,5086857,$3165,$3182,$3090
10/05/2020,$3199.2,3775332,$3145.84,$3202.53,$3140.85
10/02/2020,$3125,5613098,$3153.63,$3195.7965,$3123
10/01/2020,$3221.26,4971922,$3208,$3224,$3172
09/30/2020,$3148.73,4896101,$3141.14,$3212.88,$3133.99
09/29/2020,$3144.88,3503398,$3175.39,$3188.26,$3132.54
09/28/2020,$3174.05,4224165,$3148.85,$3175.04,$3117.1684
09/25/2020,$3095.13,4615202,$3054.86,$3101.54,$2999
09/24/2020,$3019.79,5529392,$2977.79,$3069.3,$2965
09/23/2020,$2999.86,5652665,$3120.43,$3126.999,$2992.3759
09/22/2020,$3128.99,6948816,$3033.835,$3133.99,$3000.2
09/21/2020,$2960.47,6117925,$2906.5,$2962,$2871
09/18/2020,$2954.91,8892580,$3031.74,$3037.8,$2905.54
09/17/2020,$3008.73,6449050,$3009.25,$3029.432,$2972.55
09/16/2020,$3078.1,4531189,$3179.99,$3187.238,$3074.15
09/15/2020,$3156.13,4021535,$3136.16,$3175.02,$3108.92
09/14/2020,$3102.97,4529596,$3172.937,$3187.39,$3096
09/11/2020,$3116.22,5093982,$3208.69,$3217.3409,$3083.98
09/10/2020,$3175.11,5330741,$3307.219,$3349.89,$3170.55
09/09/2020,$3268.61,5188675,$3202.99,$3303.175,$3185
09/08/2020,$3149.84,6094205,$3144,$3250.845,$3130
09/04/2020,$3294.62,8781754,$3318,$3381.5,$3111.13
09/03/2020,$3368,8161113,$3485,$3488.41,$3303
09/02/2020,$3531.45,3931476,$3547,$3552.25,$3486.685
09/01/2020,$3499.12,3476407,$3489.58,$3513.87,$3467
08/31/2020,$3450.96,4185885,$3408.99,$3495,$3405
08/28/2020,$3401.8,2896978,$3423,$3433.3699,$3386.5
08/27/2020,$3400,4264795,$3450.05,$3453,$3378
08/26/2020,$3441.85,6508743,$3351.11,$3451.7387,$3344.5675
08/25/2020,$3346.49,3992842,$3294.99,$3357.4,$3267
08/24/2020,$3307.46,4666258,$3310.15,$3380.315,$3257.5608
08/21/2020,$3284.72,3575862,$3295,$3314.3962,$3275.39
08/20/2020,$3297.37,3332478,$3252,$3312.62,$3238
08/19/2020,$3260.48,4185137,$3303.01,$3315.9,$3256.0001
08/18/2020,$3312.49,5345974,$3212,$3320,$3205.8187
08/17/2020,$3182.41,2691237,$3173.12,$3194.97,$3154.1775
08/14/2020,$3148.02,2751723,$3178.18,$3178.2357,$3120
08/13/2020,$3161.02,3149043,$3182.99,$3217.5211,$3155
08/12/2020,$3162.24,3527229,$3108,$3174.385,$3101.42
08/11/2020,$3080.67,3718057,$3113.2,$3159.22,$3073
08/10/2020,$3148.16,3167274,$3170.31,$3172.51,$3101.52
08/07/2020,$3167.46,3936127,$3224.01,$3240.81,$3140.6726
08/06/2020,$3225,3940602,$3194.36,$3247.47,$3165.43
08/05/2020,$3205.03,3930025,$3143.77,$3213.5859,$3127.3
08/04/2020,$3138.83,4694294,$3101.21,$3167.24,$3101.21
08/03/2020,$3111.89,5074663,$3180.51,$3184,$3104
07/31/2020,$3164.68,8083369,$3244,$3246.82,$3151
07/30/2020,$3051.88,6128265,$3014,$3092,$3005
07/29/2020,$3033.53,2974060,$3030.99,$3039.1592,$2996.77
07/28/2020,$3000.33,3126651,$3054.27,$3077.0926,$2995.76
07/27/2020,$3055.21,4170492,$3062,$3098,$3015.77
07/24/2020,$3008.91,5632413,$2930,$3031.58,$2888
07/23/2020,$2986.55,5656906,$3098.2713,$3098.2713,$2970
07/22/2020,$3099.91,4104225,$3125,$3149.9999,$3065.26
07/21/2020,$3138.29,6134965,$3232.49,$3240.5758,$3105.72
07/20/2020,$3196.84,7598176,$3000.2,$3201.3599,$2994.0172
07/17/2020,$2961.97,4761319,$3009,$3024,$2948.45
07/16/2020,$2999.9,6394246,$2971.06,$3032,$2918.23
07/15/2020,$3008.87,5788874,$3080.23,$3098.35,$2973.1801
07/14/2020,$3084,7231933,$3089,$3127.38,$2950
07/13/2020,$3104,7720420,$3251.06,$3344.29,$3068.3901
07/10/2020,$3200,5485982,$3191.76,$3215,$3135.7
07/09/2020,$3182.63,6388659,$3115.99,$3193.8799,$3074.0016
07/08/2020,$3081.11,5037635,$3022.61,$3083.97,$3012.4301
07/07/2020,$3000.12,5257514,$3058.55,$3069.55,$2990
07/06/2020,$3057.04,6880642,$2934.97,$3059.88,$2930
07/02/2020,$2890.3,6593387,$2912.01,$2955.56,$2871.1021
07/01/2020,$2878.7,6363439,$2757.99,$2895,$2754
06/30/2020,$2758.82,3769686,$2685.065,$2769.63,$2675.03
06/29/2020,$2680.38,4223422,$2690.01,$2696.8,$2630.08
06/26/2020,$2692.87,6500784,$2775.056,$2782.5688,$2688
06/25/2020,$2754.58,2968657,$2739.55,$2756.23,$2712.14
06/24/2020,$2734.4,4526605,$2780,$2796,$2721
06/23/2020,$2764.41,4231707,$2726.02,$2783.11,$2718.04
06/22/2020,$2713.82,3208780,$2684.5,$2715,$2669
06/19/2020,$2675.01,5776963,$2678.08,$2697.43,$2659
06/18/2020,$2653.98,2487774,$2647.01,$2659.64,$2636.11
06/17/2020,$2640.98,2959316,$2647.5,$2655,$2631.82
06/16/2020,$2615.27,3595649,$2620,$2620,$2576
06/15/2020,$2572.68,3873335,$2526.6,$2584,$2508.0001
06/12/2020,$2545.02,5436127,$2601.21,$2621.4766,$2503.35
06/11/2020,$2557.96,5800107,$2603.5,$2671.38,$2536.23
06/10/2020,$2647.45,4946031,$2645,$2722.35,$2626.26
06/09/2020,$2600.86,5175950,$2529.44,$2626.43,$2525
06/08/2020,$2524.06,3970654,$2500.2,$2530,$2487.335
06/05/2020,$2483,3306445,$2444.51,$2488.645,$2437.13
06/04/2020,$2460.6,2948710,$2477.43,$2507.54,$2450.01
06/03/2020,$2478.4,2671024,$2468.01,$2488,$2461.17
06/02/2020,$2472.41,2529903,$2467,$2473.53,$2445.31
06/01/2020,$2471.04,2938032,$2448,$2476.93,$2444.17
05/29/2020,$2442.37,3529329,$2415.94,$2442.37,$2398.1973
05/28/2020,$2401.1,3193136,$2384.33,$2436.9699,$2378.23
05/27/2020,$2410.39,5056945,$2404.99,$2413.58,$2330
05/26/2020,$2421.86,3568153,$2458,$2462,$2414.06
05/22/2020,$2436.88,2867079,$2455.01,$2469.85,$2430.13
05/21/2020,$2446.74,5114403,$2500,$2525.45,$2442.54
05/20/2020,$2497.94,3998143,$2477.87,$2500.01,$2467.27
05/19/2020,$2449.33,4320498,$2429.83,$2484.995,$2428.97
05/18/2020,$2426.26,4366572,$2404.346,$2433,$2384.01
05/15/2020,$2409.78,4234951,$2368.52,$2411,$2356.37
05/14/2020,$2388.85,3648128,$2361.01,$2391.37,$2353.21
05/13/2020,$2367.92,4782919,$2366.8,$2407.7,$2337.805
05/12/2020,$2356.95,3074916,$2411.85,$2418.9999,$2355
05/11/2020,$2409,3259231,$2374.7,$2419.665,$2372.11
05/08/2020,$2379.61,3211228,$2372.14,$2387.2449,$2357
05/07/2020,$2367.61,3396411,$2374.78,$2376,$2343.11
05/06/2020,$2351.26,3117814,$2329.44,$2357.45,$2320
05/05/2020,$2317.8,3242496,$2340,$2351,$2307.1251
05/04/2020,$2315.99,4865926,$2256.38,$2326.98,$2256.38
05/01/2020,$2286.04,9772605,$2336.8,$2362.44,$2258.1901
04/30/2020,$2474,9534611,$2419.84,$2475,$2396.01
04/29/2020,$2372.71,4591593,$2330.01,$2391.89,$2310
04/28/2020,$2314.08,5269446,$2372.1,$2373.5,$2306
04/27/2020,$2376,5645645,$2443.2,$2444.88,$2363
04/24/2020,$2410.22,3831797,$2417,$2420.4332,$2382
04/23/2020,$2399.45,5066552,$2399.98,$2424.22,$2382.08
04/22/2020,$2363.49,4218295,$2369,$2394,$2351
04/21/2020,$2328.12,7476679,$2416.61,$2428.3099,$2279.66
04/20/2020,$2393.61,5770694,$2389.95,$2444.98,$2386.05
04/17/2020,$2375,7930010,$2372.33,$2400,$2316.02
04/16/2020,$2408.19,12038200,$2346,$2460.9981,$2335
04/15/2020,$2307.68,6866567,$2257.68,$2333.369,$2245
04/14/2020,$2283.32,8087193,$2200.47,$2292,$2186.21
04/13/2020,$2168.87,6716709,$2040,$2180,$2038
04/09/2020,$2042.76,4655617,$2044.3,$2053,$2017.66
04/08/2020,$2043,3977313,$2021,$2044,$2011.15
04/07/2020,$2011.6,5113983,$2017.11,$2035.72,$1997.62
04/06/2020,$1997.59,5773181,$1936,$1998.52,$1930.02
04/03/2020,$1906.59,3609870,$1911.15,$1926.33,$1889.15
04/02/2020,$1918.83,4335985,$1901.64,$1927.5258,$1890
04/01/2020,$1907.7,4121875,$1932.97,$1944.96,$1893
03/31/2020,$1949.72,5123626,$1964.35,$1993.02,$1944.01
03/30/2020,$1963.95,6126087,$1922.83,$1973.63,$1912.34
03/27/2020,$1900.1,5387897,$1930.86,$1939.79,$1899.92
03/26/2020,$1955.49,6235118,$1902,$1956.49,$1889.29
03/25/2020,$1885.84,6479073,$1920.69,$1950.26,$1885.78
03/24/2020,$1940.1,7147080,$1951.495,$1955,$1900.3403
03/23/2020,$1902.83,7808489,$1827.75,$1919.4,$1812
03/20/2020,$1846.09,9817850,$1926.31,$1957,$1820.73
03/19/2020,$1880.93,10399940,$1860,$1945,$1832.65
03/18/2020,$1830,9645218,$1750,$1841.66,$1745
03/17/2020,$1807.84,10917130,$1775.47,$1857.775,$1689.2402
03/16/2020,$1689.15,8917265,$1641.51,$1759.4519,$1626.0318
03/13/2020,$1785,8809725,$1755,$1786.31,$1680.62
03/12/2020,$1676.61,11346210,$1721.98,$1765,$1675
03/11/2020,$1820.86,5646831,$1857.85,$1871.3194,$1801.5
03/10/2020,$1891.82,7133310,$1870.88,$1894.27,$1818.17
03/09/2020,$1800.61,7813232,$1773.86,$1862.77,$1761.2901
03/06/2020,$1901.09,5273580,$1875,$1910.87,$1869.5
03/05/2020,$1924.03,4748210,$1933,$1960.72,$1910
03/04/2020,$1975.83,4772919,$1946.57,$1978,$1922
03/03/2020,$1908.99,7534491,$1975.37,$1996.33,$1888.0901
03/02/2020,$1953.95,6761651,$1906.49,$1954.51,$1870
02/28/2020,$1883.75,9493797,$1814.63,$1889.76,$1811.129
02/27/2020,$1884.3,8143993,$1934.38,$1975,$1882.7621
02/26/2020,$1979.59,5240402,$1970.28,$2014.67,$1960.45
02/25/2020,$1972.74,6219094,$2026.42,$2034.6,$1958.42
02/24/2020,$2009.29,6546997,$2003.18,$2039.295,$1987.9742
02/21/2020,$2095.97,4650740,$2142.15,$2144.55,$2088
02/20/2020,$2153.1,3131342,$2173.07,$2176.79,$2127.45
02/19/2020,$2170.22,2561165,$2167.8,$2185.1,$2161.12
02/18/2020,$2155.67,2951070,$2125.02,$2166.07,$2124.105
02/14/2020,$2134.87,2606169,$2155.68,$2159.0352,$2125.89
02/13/2020,$2149.87,3031791,$2144.99,$2170.28,$2142
02/12/2020,$2160,3334264,$2163.2,$2180.2494,$2155.29
02/11/2020,$2150.8,5746011,$2150.9,$2185.95,$2136
02/10/2020,$2133.91,5056235,$2085.01,$2135.6,$2084.96
02/07/2020,$2079.28,5095347,$2041.99,$2098.53,$2038.1
02/06/2020,$2050.23,3182954,$2041.02,$2056.3,$2024.8001
02/05/2020,$2039.87,4376174,$2071.02,$2071.02,$2032
02/04/2020,$2049.67,5289338,$2029.88,$2059.8,$2015.37
02/03/2020,$2004.2,5899094,$2010.6,$2048.5,$2000.25
01/31/2020,$2008.72,15567280,$2051.47,$2055.72,$2002.27
01/30/2020,$1870.68,6327438,$1858,$1872.87,$1850.61
01/29/2020,$1858,2101390,$1864,$1874.75,$1855.02
01/28/2020,$1853.25,2808040,$1840.5,$1858.11,$1830.02
01/27/2020,$1828.34,3528509,$1820,$1841,$1815.34
01/24/2020,$1861.64,3766181,$1891.37,$1894.99,$1847.44
01/23/2020,$1884.58,2484613,$1885.11,$1889.975,$1872.76
01/22/2020,$1887.46,3216257,$1896.09,$1902.5,$1883.34
01/21/2020,$1892,3707785,$1865,$1894.27,$1860
01/17/2020,$1864.72,3997340,$1885.89,$1886.64,$1857.25
01/16/2020,$1877.94,2659493,$1882.99,$1885.59,$1866.02
01/15/2020,$1862.02,2896592,$1872.25,$1878.86,$1855.09
01/14/2020,$1869.44,3446381,$1885.88,$1887.11,$1858.55
01/13/2020,$1891.3,2785844,$1891.31,$1898,$1880.8
01/10/2020,$1883.16,2856959,$1905.37,$1906.94,$1880
01/09/2020,$1901.05,3174962,$1909.89,$1917.82,$1895.8038
01/08/2020,$1891.97,3511966,$1898.04,$1910.9999,$1886.4448
01/07/2020,$1906.86,4134010,$1904.5,$1913.89,$1892.0433
01/06/2020,$1902.88,4065698,$1860,$1903.69,$1860
01/03/2020,$1874.97,3766604,$1864.5,$1886.1965,$1864.5
01/02/2020,$1898.01,4035910,$1875,$1898.01,$1864.15
12/31/2019,$1847.84,2510380,$1842,$1853.26,$1832.23
12/30/2019,$1846.89,3677306,$1874,$1884,$1840.62
12/27/2019,$1869.8,6188754,$1882.92,$1901.4,$1866.01
12/26/2019,$1868.77,6024608,$1801.01,$1870.46,$1799.5
12/24/2019,$1789.21,881337,$1793.81,$1795.57,$1787.575
12/23/2019,$1793,2137493,$1788.26,$1793,$1784.51
12/20/2019,$1786.5,5152460,$1799.615,$1802.97,$1782.45
12/19/2019,$1792.28,2738320,$1780.5,$1792.99,$1774.06
12/18/2019,$1784.03,3354137,$1795.02,$1798.2,$1782.36
12/17/2019,$1790.66,3646697,$1778.01,$1792,$1777.39
12/16/2019,$1769.21,3149345,$1767,$1769.5,$1757.05
12/13/2019,$1760.94,2747909,$1765,$1768.99,$1755
12/12/2019,$1760.33,3103949,$1750,$1764,$1745.44
12/11/2019,$1748.72,2101318,$1741.67,$1750,$1735.7102
12/10/2019,$1739.21,2515644,$1747.4,$1750.67,$1735
12/09/2019,$1749.51,2502489,$1750.66,$1766.8919,$1745.61
12/06/2019,$1751.6,3119979,$1751.2,$1754.4,$1740.13
12/05/2019,$1740.48,2827852,$1763.5,$1763.5,$1740
12/04/2019,$1760.69,2680700,$1774.01,$1789.0894,$1760.2201
12/03/2019,$1769.96,3529582,$1760,$1772.87,$1747.23
12/02/2019,$1781.6,3931750,$1804.4,$1805.55,$1762.68
11/29/2019,$1800.8,1923440,$1817.78,$1824.69,$1800.79
11/27/2019,$1818.51,3035846,$1801,$1824.5,$1797.31
11/26/2019,$1796.94,3190428,$1779.92,$1797.03,$1778.35
11/25/2019,$1773.84,3489467,$1753.25,$1777.42,$1753.24
11/22/2019,$1745.72,2479081,$1739.02,$1746.43,$1731
11/21/2019,$1734.71,2662938,$1743,$1746.87,$1730.36
11/20/2019,$1745.53,2793759,$1749.14,$1762.524,$1734.12
11/19/2019,$1752.79,2274535,$1756.99,$1760.68,$1743.03
11/18/2019,$1752.53,2841907,$1738.3,$1753.7,$1722.71
11/15/2019,$1739.49,3931141,$1760.05,$1761.68,$1732.86
11/14/2019,$1754.6,2269417,$1751.43,$1766.5931,$1749.56
11/13/2019,$1753.11,2926892,$1773.39,$1775,$1747.3216
11/12/2019,$1778,2038925,$1774.66,$1786.22,$1771.91
11/11/2019,$1771.65,1947810,$1778,$1780,$1767.13
11/08/2019,$1785.88,2126198,$1787.89,$1789.88,$1774.04
11/07/2019,$1788.2,2651086,$1803.76,$1805.9,$1783.48
11/06/2019,$1795.77,2029783,$1801,$1802.5,$1788.58
11/05/2019,$1801.71,1885543,$1809.16,$1810.25,$1794
11/04/2019,$1804.66,2771922,$1801.01,$1815.06,$1801.01
11/01/2019,$1791.44,2790354,$1788.01,$1797.445,$1785.21
10/31/2019,$1776.66,2781185,$1775.99,$1792,$1771.4753
10/30/2019,$1779.99,2449405,$1760.24,$1782.38,$1759.115
10/29/2019,$1762.71,2276855,$1774.81,$1777,$1755.81
10/28/2019,$1777.08,3708851,$1748.06,$1778.7,$1742.5
10/25/2019,$1761.33,9626402,$1697.55,$1764.21,$1695
10/24/2019,$1780.78,5204350,$1771.09,$1788.3379,$1760.27
10/23/2019,$1762.17,2190380,$1761.3,$1770.05,$1742
10/22/2019,$1765.73,2234425,$1788.15,$1789.7799,$1762
10/21/2019,$1785.66,2224902,$1769.66,$1785.88,$1765
10/18/2019,$1757.51,3366091,$1787.8,$1793.98,$1749.2001
10/17/2019,$1787.48,2713773,$1796.49,$1798.85,$1782.02
